page	entries	image	volume	fix	frequency	check	books	accuracy	centurydictiona06whit_djvu.csv	frequency	image	centurydictionar06whit_djvu.csv	frequency	image	centurydictionar06whituoft_djvu.csv	frequency	image	cu31924091890636_djvu.csv	frequency	image
5089	representation	664	6		4				representation	4	665	representation	4	665	representation	4	667	representation	4	664
5090	repressive	665	6		4				repressive	4	666	repressive	4	666	repressive	4	668	repressive	4	665
5091	reproach	666	6		3				reproach	3	667	reproach	3	667	I	1	669	reproach	3	666
5092	reproduction	667	6		3				reprodnction	1	668	reproduction	3	668	reproduction	3	670	reproduction	3	667
5093	reptant	668	6		4				reptant	4	669	reptant	4	669	reptant	4	671	reptant	4	668
5094	republican	669	6		4				republican	4	670	republican	4	670	republican	4	672	republican	4	669
5095	repugnant	670	6		3				repugnant	3	671	repugnant	3	671	repngnant	1	673	repugnant	3	670
5096	repute	671	6		4				repute	4	672	repute	4	672	repute	4	674	repute	4	671
5097	requirer	672	6		2	weak			requirer	2	673	requirer	2	673	reqiiirer	1	675	reqmrer	1	672
5098	reredos	673	6		2	weak			Iw	1	674	reredos	2	674	reredos	2	676	Teredos	1	673
5099	rescue	674	6		3				rescue	3	675	rescue	3	675	rescne	1	677	rescue	3	674
5100	resemble	675	6		4				resemble	4	676	resemble	4	676	resemble	4	678	resemble	4	675
5101	reserve	676	6		4				reserve	4	677	reserve	4	677	reserve	4	679	reserve	4	676
5102	resiance	677	6		3				rr-	1	678	resiance	3	678	resiance	3	680	resiance	3	677
5103	residual	678	6		4				residual	4	679	residual	4	679	residual	4	681	residual	4	678
5104	resilient	679	6		4				resilient	4	680	resilient	4	680	resilient	4	682	resilient	4	679
5105	B	680	6		3				B	3	681	B	3	681	resistance	1	683	B	3	680
5106	resolution	681	6		3				resolntion	1	682	resolution	3	682	resolution	3	684	resolution	3	681
5107	resolvedness	682	6		4				resolvedness	4	683	resolvedness	4	683	resolvedness	4	685	resolvedness	4	682
5108	resort	683	6		4				resort	4	684	resort	4	684	resort	4	686	resort	4	683
5109	respect	684	6		4				respect	4	685	respect	4	685	respect	4	687	respect	4	684
5110	respell	685	6		2	weak			respenet	1	686	respell	2	686	respeil	1	688	respell	2	685
5111	respirometer	686	6		4				respirometer	4	687	respirometer	4	687	respirometer	4	689	respirometer	4	686
5112	response	687	6		4				response	4	688	response	4	688	response	4	690	response	4	687
5113	rest	688	6		4				rest	4	689	rest	4	689	rest	4	691	rest	4	688
5114	restaurant	689	6		3				restaorant	1	690	restaurant	3	690	restaurant	3	692	restaurant	3	689
5115	restitution	690	6		3				Socrates	1	691	restitution	3	691	restitution	3	693	restitution	3	690
5116	restoratively	691	6		2	weak			restoratlvely	1	692	restoratively	2	692	restoratively	2	694	St	1	691
5117	restrict	692	6		4				restrict	4	693	restrict	4	693	restrict	4	695	restrict	4	692
5118	result-fee	693	6		4				result-fee	4	694	result-fee	4	694	result-fee	4	696	result-fee	4	693
5119	resurrectionize	694	6		2	weak			resurrectionlze	1	695	resurrectionize	2	695	resurrectionize	2	697	resxiTrectionize	1	694
5120	retain	695	6		4				retain	4	696	retain	4	696	retain	4	698	retain	4	695
5121	retardative	696	6		4				retardative	4	697	retardative	4	697	retardative	4	699	retardative	4	696
5122	Betiaris	697	6		1	tie			RetiarljB	1	698	Betiaris	1	698	BetiarisB	1	700	Betiarise	1	697
5123	Retifera	698	6		2	tie			Retifera	2	699	Retifera	2	699	Betifera	2	701	Betifera	2	698
5124	retire	699	6		4				retire	4	700	retire	4	700	retire	4	702	retire	4	699
5125	retort	700	6		2	weak			Retort	1	701	Ketort	1	701	retort	2	703	retort	2	700
5126	retractation	701	6		4				retractation	4	702	retractation	4	702	retractation	4	704	retractation	4	701
5127	retreat	702	6		4				retreat	4	703	retreat	4	703	retreat	4	705	retreat	4	702
5128	retrieve	703	6		4				retrieve	4	704	retrieve	4	704	retrieve	4	706	retrieve	4	703
5129	retrograde	704	6		4				retrograde	4	705	retrograde	4	705	retrograde	4	707	retrograde	4	704
5130	retrospective	705	6		3				retrospectlTe	1	706	retrospective	3	706	retrospective	3	708	retrospective	3	705
5131	return	706	6		4				return	4	707	return	4	707	return	4	709	return	4	706
5132	return-tag	707	6		2	weak			point	1	708	Retuse	1	708	return-tag	2	710	return-tag	2	707
5133	revel	708	6		4				revel	4	709	revel	4	709	revel	4	711	revel	4	708
5134	revenge	709	6		3				revenue	1	710	revenge	3	710	revenge	3	712	revenge	3	709
5135	reverberate	710	6		4				reverberate	4	711	reverberate	4	711	reverberate	4	713	reverberate	4	710
5136	reverend	711	6		3				reyerend	1	712	reverend	3	712	reverend	3	714	reverend	3	711
5137	reverse	712	6		4				reverse	4	713	reverse	4	713	reverse	4	715	reverse	4	712
5138	reversion	713	6		3				reTersion	1	714	reversion	3	714	reversion	3	716	reversion	3	713
5139	revestry	714	6		4				revestry	4	715	revestry	4	715	revestry	4	717	revestry	4	714
5140	revilement	715	6		3				revllement	1	716	revilement	3	716	revilement	3	718	revilement	3	715
5141	revival	716	6		4				revival	4	717	revival	4	717	revival	4	719	revival	4	716
5142	revocation	717	6		3				relocation	1	718	revocation	3	718	revocation	3	720	revocation	3	717
5143	revolution	718	6		3				revolution	3	719	revolution	3	719	revolntion	1	721	revolution	3	718
5144	revolver	719	6		4				revolver	4	720	revolver	4	720	revolver	4	722	revolver	4	719
5145	rewood	720	6		4				rewood	4	721	rewood	4	721	rewood	4	723	rewood	4	720
5146	rhabdoid	721	6		4				rhabdoid	4	722	rhabdoid	4	722	rhabdoid	4	724	rhabdoid	4	721
5147	rhampliotlieca	722	6		1	tie			Bhagodia	1	723	rhampliotlieca	1	723	Khagodia	1	725	Shagodia	1	722
5148	rhamphothecal	723	6		2	tie			rbamphothecal	2	724	rhamphothecal	2	724	rhamphothecal	2	726	rbamphothecal	2	723
5149	rhematic	724	6		3				rhematic	3	725	Thematic	1	725	rhematic	3	727	rhematic	3	724
5150	rhetoric	725	6		4				rhetoric	4	726	rhetoric	4	726	rhetoric	4	728	rhetoric	4	725
5151	rheiunic	726	6		1	tie			rhenmic	1	727	rheiunic	1	727	elongated	1	729	rbemnic	1	726
5152	rhinocephalns	727	6		1	tie			rhinocephalos	1	728	rhinocephalns	1	728	rliinocephalns	1	730	rhinocephalas	1	727
5153	Bhinodermatidae	728	6		2	weak			Bhinodermatidae	2	729	Rhinodermatidae	1	729	EhinodermatidaB	1	731	Bhinodermatidae	2	728
5154	Fan-coral	729	6		2	weak			llu-	1	730	Jia-	1	730	Fan-coral	2	732	Fan-coral	2	729
5155	Rhizoflagellata	730	6		2	weak			Rhizoflagellata	2	731	Rhizoflagellata	2	731	Bhizoflagellata	1	733	Bfaizoflagellata	1	730
5156	rhizoristic	731	6		3				rhizoristic	3	732	rhizoristic	3	732	rhizoristic	3	734	rMzoristic	1	731
5157	Rhododendron	732	6		2	tie			Rhododendron	2	733	Rhododendron	2	733	Bhododendron	2	735	Bhododendron	2	732
5158	rhomb	733	6		1	tie				1	734	rhomb	1	734	See	1	736	relation	1	733
5159	Rhopalodinidae	734	6		1	tie			Ehopalodinidae	1	735	Rhopalodinidae	1	735	i	1	737	relative	1	734
5160	Rhynchaea	735	6		2	weak			Rhynchaa	1	736	Rhynchaea	2	736	Rhynchaea	2	738	relay	1	735
5161	Rhynchops	736	6		1	tie			Ehynchops	1	737	Rhynchops	1	737	Bhynchops	1	739	relentment	1	736
5162	rhythm	737	6		4				rhythm	4	738	rhythm	4	738	rhythm	4	740	rhythm	4	737
5163	Rhyzaena	738	6		2	weak			Rhyzaena	2	739	Rhyzaena	2	739	Bhyzsna	1	741	Rhyzsena	1	738
5164	ribald	739	6		4				ribald	4	740	ribald	4	740	ribald	4	742	ribald	4	739
5165	ribbon	740	6		4				ribbon	4	741	ribbon	4	741	ribbon	4	743	ribbon	4	740
5166	ribible	741	6		3				ribibla	1	742	ribible	3	742	ribible	3	744	ribible	3	741
5167	rice-mill	742	6		4				rice-mill	4	743	rice-mill	4	743	rice-mill	4	745	rice-mill	4	742
5168	rich	743	6		3				rich	3	744	rich	3	744	ricli	1	746	rich	3	743
5169	Ricinus	744	6		2	weak			Hicinus	1	745	Ricinus	2	745	Ricinns	1	747	Ricinus	2	744
5170	riddance	745	6		4				riddance	4	746	riddance	4	746	riddance	4	748	riddance	4	745
5171	ride	746	6		4				ride	4	747	ride	4	747	ride	4	749	ride	4	746
5172	rider	747	6		4				rider	4	748	rider	4	748	rider	4	750	rider	4	747
5173	ridicule	748	6		3				ridicule	3	749	ridicule	3	749	I	1	751	ridicule	3	748
5174	rifacimento	749	6		3				rlfacimento	1	750	rifacimento	3	750	rifacimento	3	752	rifacimento	3	749
5175	rifle	750	6		4				rifle	4	751	rifle	4	751	rifle	4	753	rifle	4	750
5176	rifle	751	6		4				rifle	4	752	rifle	4	752	rifle	4	754	rifle	4	751
5177	rig	752	6		2	weak			rig	2	753	rig	2	753	i	1	755	ng	1	752
5178	right	753	6		3				right	3	754	right	3	754	riglit	1	756	right	3	753
5179	right	754	6		3				right	3	755	right	3	755	right	3	757	rlgbt	1	754
5180	righteousness	755	6		2	weak			r	1	756	righteousness	2	756	righteonsness	1	758	righteousness	2	755
5181	rigid	756	6		4				rigid	4	757	rigid	4	757	rigid	4	759	rigid	4	756
5182	rig-out	757	6		4				rig-out	4	758	rig-out	4	758	rig-out	4	760	rig-out	4	757
5183	rime	758	6		3				rime	3	759	rime	3	759	rime	3	761	To	1	758
5184	rin	759	6		2	weak			rin	2	760	tin	1	760	rin	2	762	the	1	759
5185	nng	760	6		2	tie			nng	2	761	nng	2	761	ring	2	763	ring	2	760
5186	ring	761	6		2	weak			I	1	762	nng	1	762	ring	2	764	ring	2	761
5187	ringed-arm	762	6		1	tie			mil	1	763	ringed-arm	1	763	One	1	765	rlnged-arm	1	762
5188	ring-parrot	763	6		3				ring-parrot	3	764	ring-parrot	3	764	ring-parrot	3	766	ring-paxrot	1	763
5189	rinsing	764	6		3				rinsing	3	765	rinsing	3	765	r	1	767	rinsing	3	764
5190	np	765	6		3				np	3	766	np	3	766	rip	1	768	np	3	765
5191	ripen	766	6		3				ripen	3	767	npen	1	767	ripen	3	769	ripen	3	766
5192	ript	767	6		4				ript	4	768	ript	4	768	ript	4	770	ript	4	767
5193	rise	768	6		3				rise	3	769	rise	3	769	rise	3	771	nse	1	768
5194	rising-lark	769	6		4				rising-lark	4	770	rising-lark	4	770	rising-lark	4	772	rising-lark	4	769
5195	rither	770	6		4				rither	4	771	rither	4	771	rither	4	773	rither	4	770
5196	nvaye	771	6		3				nvaye	3	772	nvaye	3	772	rivaye	1	774	nvaye	3	771
5197	river-crab	772	6		4				river-crab	4	773	river-crab	4	773	river-crab	4	775	river-crab	4	772
5198	riveting-bur	773	6		4				riveting-bur	4	774	riveting-bur	4	774	riveting-bur	4	776	riveting-bur	4	773
5199	roach	774	6		4				roach	4	775	roach	4	775	roach	4	777	roach	4	774
5200	roadstead	775	6		4				roadstead	4	776	roadstead	4	776	roadstead	4	778	roadstead	4	775
5201	roaring	776	6		3				roaring	3	777	roaring	3	777	roaring	3	779	roanng	1	776
5202	rob	777	6		4				rob	4	778	rob	4	778	rob	4	780	rob	4	777
5203	robin	778	6		4				robin	4	779	robin	4	779	robin	4	781	robin	4	778
5204	Robulina	779	6		1	tie			Eob	1	780	Robulina	1	780	Bobulina	1	782	Kobulina	1	779
5205	rock	780	6		4				rock	4	781	rock	4	781	rock	4	783	rock	4	780
5206	rock-bound	781	6		4				rock-bound	4	782	rock-bound	4	782	rock-bound	4	784	rock-bound	4	781
5207	rocket	782	6		4				rocket	4	783	rocket	4	783	rocket	4	785	rocket	4	782
5208	rock-manikin	783	6		2	weak			rock	1	784	Tock-manikin	1	784	rock-manikin	2	786	rock-manikin	2	783
5209	rockwork	784	6		4				rockwork	4	785	rockwork	4	785	rockwork	4	787	rockwork	4	784
5210	rod	785	6		3				raU	1	786	rod	3	786	rod	3	788	rod	3	785
5211	rody	786	6		4				rody	4	787	rody	4	787	rody	4	789	rody	4	786
5212	rogue	787	6		3				lu	1	788	rogue	3	788	rogue	3	790	rogue	3	787
5213	rokke	788	6		3				rokke	3	789	rokke	3	789	I	1	791	rokke	3	788
5214	Bookbinders'	789	6		2	weak			roil	1	790	roll	1	790	Bookbinders'	2	792	Bookbinders'	2	789
5215	roller-flag	790	6		4				roller-flag	4	791	roller-flag	4	791	roller-flag	4	793	roller-flag	4	790
5216	Bollulus	791	6		2	weak			BoUalos	1	792	Bollulus	2	792	Bollulus	2	794	BoUulos	1	791
5217	Roman	792	6		2	weak			Roman	2	793	Koman	1	793	r	1	795	Roman	2	792
5218	Romance	793	6		2	weak			Romance	2	794	Romanee	1	794	Oonti	1	796	Romance	2	793
5219	romantic	794	6		4				romantic	4	795	romantic	4	795	romantic	4	797	romantic	4	794
5220	ronde	795	6		3				ronde	3	796	ronde	3	796	ronde	3	798	xonde	1	795
5221	roodebok	796	6		4				roodebok	4	797	roodebok	4	797	roodebok	4	799	roodebok	4	796
5222	roof-guard	797	6		3				roof-Kiurd	1	798	roof-guard	3	798	roof-guard	3	800	roof-guard	3	797
5223	room	798	6		4				room	4	799	room	4	799	room	4	801	room	4	798
5224	roost	799	6		4				roost	4	800	roost	4	800	roost	4	802	roost	4	799
5225	root	800	6		4				root	4	801	root	4	801	root	4	803	root	4	800
5226	root-louse	801	6		4				root-louse	4	802	root-louse	4	802	root-louse	4	804	root-louse	4	801
5227	rope-dancing	802	6		2	weak			rope-dancing	2	803	rope-dancing	2	803	rope	1	805	la	1	802
5228	Eoridula	803	6		1	tie			RorldnU	1	804	Eoridula	1	804	Boridula	1	806	Roridula	1	803
5229	rosary	804	6		4				rosary	4	805	rosary	4	805	rosary	4	807	rosary	4	804
5230	rose	805	6		3				rose-	1	806	rose	3	806	rose	3	808	rose	3	805
5231	rose-burner	806	6		2	weak			Also	1	807	rose-burner	2	807	rose-burner	2	809	rose-biirner	1	806
5232	rosen	807	6		3				roeen	1	808	rosen	3	808	rosen	3	810	rosen	3	807
5233	rose-window	808	6		3				rose-window	3	809	rose-window	3	809	rose-	1	811	rose-window	3	808
5234	roBolio	809	6		2	weak			It	1	810	roBolio	2	810	rosolio	1	812	roBolio	2	809
5235	rostrulate	810	6		3				rostrulate	3	811	I	1	811	rostrulate	3	813	rostrulate	3	810
5236	rota	811	6		3				roU	1	812	rota	3	812	rota	3	814	rota	3	811
5237	rotation	812	6		3				The	1	813	rotation	3	813	rotation	3	815	rotation	3	812
5238	rote	813	6		4				rote	4	814	rote	4	814	rote	4	816	rote	4	813
5239	rot-steep	814	6		3				rot-steep	3	815	rot-steep	3	815	rot-steep	3	817	haying	1	814
5240	Houen	815	6		1	tie			Ronen	1	816	Houen	1	816	Bouen	1	818	Rouen	1	815
5241	rough	816	6		2	weak			rough	2	817	I	1	817	rough	2	819	rongh	1	816
5242	rough-stnff	817	6		2	weak			roiijjli	1	818	rough-stnff	2	818	rough-stuff	1	820	rough-stnff	2	817
5243	round	818	6		4				round	4	819	round	4	819	round	4	821	round	4	818
5244	round	819	6		2	weak			ronnd	1	820	round	2	820	roxmd	1	822	round	2	819
5245	Per	820	6		2	weak			round-backed	1	821	Per	2	821	ire	1	823	Per	2	820
5246	roundly	821	6		4				roundly	4	822	roundly	4	822	roundly	4	824	roundly	4	821
5247	rouse	822	6		3				rouse	3	823	rouse	3	823	ronae	1	825	rouse	3	822
5248	rout	823	6		2	weak			To	1	824	ront	1	824	rout	2	826	rout	2	823
5249	larva	824	6		1	tie			Rove-beetles	1	825	larva	1	825	Rove-beetles-	1	827	rove	1	824
5250	More	825	6		3				Utl-	1	826	More	3	826	More	3	828	More	3	825
5251	Roxburghiacese	826	6		1	tie			Rozburgliiaces	1	827	Roxburghiacese	1	827	Rozburghiaceae	1	829	Kozbnrghiacea	1	826
5252	royalty	827	6		4				royalty	4	828	royalty	4	828	royalty	4	830	royalty	4	827
5253	rubadub	828	6		4				rubadub	4	829	rubadub	4	829	rubadub	4	831	rubadub	4	828
5254	rubble	829	6		3				rubble	3	830	rubble	3	830	nibble	1	832	rubble	3	829
5255	rubific	830	6		4				rubific	4	831	rubific	4	831	rubific	4	833	rubific	4	830
5256	riibsen-cake	831	6		2	weak			Eu	1	832	riibsen-cake	2	832	riibsen-cake	2	834	rlibsen-cake	1	831
5257	ruck	832	6		1	tie			nick	1	833	ruck	1	833	rack	1	835	mck	1	832
5258	ruddle	833	6		2	weak			rnddle	1	834	raddle	1	834	ruddle	2	836	ruddle	2	833
5259	rudeness	834	6		4				rudeness	4	835	rudeness	4	835	rudeness	4	837	rudeness	4	834
5260	and	835	6		1	tie			To	1	836	and	1	836	me	1	838	nie	1	835
5261	ruff	836	6		1	tie			ruflf	1	837	ruff	1	837	rnff	1	839	niflf	1	836
5262	ruffle	837	6		4				ruffle	4	838	ruffle	4	838	ruffle	4	840	ruffle	4	837
5263	rugged	838	6		3				rugged	3	839	rugged	3	839	nigged	1	841	rugged	3	838
5264	mm	839	6		1	tie			mia	1	840	mm	1	840	ruin	1	842	nun	1	839
5265	rule	840	6		3				rule	3	841	rule	3	841	rale	1	843	rule	3	840
5266	ruler	841	6		3				ruler	3	842	ruler	3	842	mler	1	844	ruler	3	841
5267	rumbooze	842	6		2	weak			mmbooze	1	843	rumbooze	2	843	TTunbooze	1	845	rumbooze	2	842
5268	ruminative	843	6		2	weak			rominative	1	844	ruminative	2	844	ruminative	2	846	mminative	1	843
5269	rumple	844	6		4				rumple	4	845	rumple	4	845	rumple	4	847	rumple	4	844
5270	run	845	6		2	weak			ran	1	846	run	2	846	run	2	848	rtin	1	845
5271	run	846	6		4				run	4	847	run	4	847	run	4	849	run	4	846
5272	nm	847	6		2	weak				1	848	nm	2	848	nm	2	850	run	1	847
5273	Runcinate	848	6		1	tie			Kuncinate	1	849	Runcinate	1	849	R	1	851	runcation	1	848
5274	runn	849	6		1	tie			ninn	1	850	runn	1	850	nmui	1	852	ruim	1	849
5275	running	850	6		3				running	3	851	running	3	851	nmning	1	853	running	3	850
5276	Rupicolinas	851	6		1	tie			Rapicolina	1	852	Rupicolinas	1	852	Kuplcolinse	1	854	Rupicolins	1	851
5277	Ruscus	852	6		2	weak			Ruscus	2	853	Ruscus	2	853	Bnscos	1	855	Buscus	1	852
5278	rusine	853	6		1	tie			rnihiT	1	854	rusine	1	854	mshed	1	856	rushed	1	853
5279	russeting	854	6		2	weak			russeting	2	855	russeting	2	855	rasseting	1	857	nisseting	1	854
5280	rust	855	6		3				rnst	1	856	rust	3	856	rust	3	858	rust	3	855
5281	rusticola	856	6		4				rusticola	4	857	rusticola	4	857	rusticola	4	859	rusticola	4	856
5282	nisure	857	6		1	tie			rusure	1	858	nisure	1	858	rusTue	1	860	rusnre	1	857
5283	ruthless	858	6		4				ruthless	4	859	ruthless	4	859	ruthless	4	861	ruthless	4	858
5284	rye-grass	859	6		3				rys-fraM	1	860	rye-grass	3	860	rye-grass	3	862	rye-grass	3	859
5285	The	860	6		3				J	1	861	The	3	861	The	3	863	The	3	860
5286	Sabbatarianism	861	6		3				Sabbatariaaism	1	862	Sabbatarianism	3	862	Sabbatarianism	3	864	Sabbatarianism	3	861
5287	Sabbatism	862	6		3				Vrollcl-	1	863	Sabbatism	3	863	Sabbatism	3	865	Sabbatism	3	862
5288	Sabine	863	6		4				Sabine	4	864	Sabine	4	864	Sabine	4	866	Sabine	4	863
5289	sacatra	864	6		3				sacatra	3	865	sacatra	3	865	of	1	867	sacatra	3	864
5290	saccharum	865	6		2	weak			ncchanun	1	866	saccharum	2	866	sacchartim	1	868	saccharum	2	865
5291	saccus	866	6		3				saccus	3	867	saccus	3	867	saccns	1	869	saccus	3	866
5292	sack	867	6		3				SMk	1	868	sack	3	868	sack	3	870	sack	3	867
5293	sacra	868	6		4				sacra	4	869	sacra	4	869	sacra	4	871	sacra	4	868
5294	sacre	869	6		3				OSli	1	870	sacre	3	870	sacre	3	872	sacre	3	869
5295	sacrilege	870	6		3				sacrilege	3	871	I	1	871	sacrilege	3	873	sacrilege	3	870
5296	sacrum	871	6		2	weak			sacnun	1	872	sacmm	1	872	sacrum	2	874	sacrum	2	871
5297	saddle	872	6		4				saddle	4	873	saddle	4	873	saddle	4	875	saddle	4	872
5298	saddle-nosed	873	6		3				IlarinK	1	874	saddle-nosed	3	874	saddle-nosed	3	876	saddle-nosed	3	873
5299	sadness	874	6		3				M	1	875	sadness	3	875	sadness	3	877	sadness	3	874
5300	safeguard	875	6		2	weak			Uc	1	876	safeguard	2	876	safegnard	1	878	safeguard	2	875
5301	safety-stop	876	6		3				safety-stop	3	877	safety-stop	3	877	safety-stop	3	879	safsty-stop	1	876
5302	sag	877	6		3				IK	1	878	sag	3	878	sag	3	880	sag	3	877
5303	sage-brush	878	6		3				sage-brush	3	879	sage-brush	3	879	sage-brash	1	881	sage-brush	3	878
5304	sagittal	879	6		3				sadtui	1	880	sagittal	3	880	sagittal	3	882	sagittal	3	879
5305	saguin	880	6		2	weak			saguin	2	881	saguin	2	881	saicnin	1	883	sagnin	1	880
5306	sail	881	6		3				Ban	1	882	sail	3	882	sail	3	884	sail	3	881
5307	sain	882	6		3				sain	3	883	sam	1	883	sain	3	885	sain	3	882
5308	saint	883	6		4				saint	4	884	saint	4	884	saint	4	886	saint	4	883
5309	sake	884	6		4				sake	4	885	sake	4	885	sake	4	887	sake	4	884
5310	salamander	885	6		3				salamAnder	1	886	salamander	3	886	salamander	3	888	salamander	3	885
5311	sale	886	6		4				sale	4	887	sale	4	887	sale	4	889	sale	4	886
5312	salicylic	887	6		2	weak			nalicylic	1	888	salicylic	2	888	I	1	890	salicylic	2	887
5313	salivant	888	6		2	weak			sallvant	1	889	salivant	2	889	sallyant	1	891	salivant	2	888
5314	sally	889	6		3				-0	1	890	sally	3	890	sally	3	892	sally	3	889
5315	salmon	890	6		4				salmon	4	891	salmon	4	891	salmon	4	893	salmon	4	890
5316	Salopian	891	6		3				Salopian	3	892	Salopian	3	892	Salopian	3	894	saxopian	1	891
5317		892	6		4					4	893		4	893		4	895		4	892
5318		893	6		4					4	894		4	894		4	896		4	893
5319		894	6		4					4	895		4	895		4	897		4	894
5320		895	6		4					4	896		4	896		4	898		4	895
5321		896	6		4					4	897		4	897		4	899		4	896
5322		897	6		4					4	898		4	898		4	900		4	897
5323		898	6		4					4	899		4	899		4	901		4	898
5324		899	6		3					3	900		3	900		3	902	fir	1	899
5325	uioi		6		1										uioi	1	903			
5326			6		1											1	904			